Bakonygyirót;község;Gyõr-Moson-Sopron;Pannonhalmi;8433
Bakonyjákó;község;Veszprém;Pápai;8581
Bakonykoppány;község;Veszprém;Pápai;8571
Bakonykúti;község;Fejér;Móri;8046
Bakonynána;község;Veszprém;Zirci;8422
Bakonyoszlop;község;Veszprém;Zirci;8418
Bakonypéterd;község;Gyõr-Moson-Sopron;Pannonhalmi;9088
Bakonypölöske;község;Veszprém;Ajkai;8457
Bakonyság;község;Veszprém;Pápai;8557
Bakonysárkány;község;Komárom-Esztergom;Kisbéri;2861
Bakonyszentiván;község;Veszprém;Pápai;8557
Bakonyszentkirály;község;Veszprém;Zirci;8430
Bakonyszentlászló;község;Gyõr-Moson-Sopron;Pannonhalmi;8431
Bakonyszombathely;község;Komárom-Esztergom;Kisbéri;2884
Bakonyszücs;község;Veszprém;Pápai;8572
Bakonytamási;község;Veszprém;Pápai;8555
Baks;község;Csongrád-Csanád;Kisteleki;6768
Baksa;község;Baranya;Pécsi;7834
Baktakék;község;Borsod-Abaúj-Zemplén;Encsi;3836
Baktalórántháza;város;Szabolcs-Szatmár-Bereg;Baktalórántházai;4561
Baktüttös;község;Zala;Zalaegerszegi;8946
Balajt;község;Borsod-Abaúj-Zemplén;Edelényi;3780
Balassagyarmat;város;Nógrád;Balassagyarmati;2660
Balástya;község;Csongrád-Csanád;Kisteleki;6764
Balaton;község;Heves;Bélapátfalvai;3347
Balatonakali;község;Veszprém;Balatonfüredi;8243
Balatonalmádi;város;Veszprém;Balatonalmádi;8220
Balatonberény;község;Somogy;Fonyódi;8649
Balatonboglár;város;Somogy;Fonyódi;8630
Balatoncsicsó;község;Veszprém;Balatonfüredi;8272
Balatonederics;község;Veszprém;Tapolcai;8312
Balatonendréd;község;Somogy;Siófoki;8613
Balatonfenyves;község;Somogy;Fonyódi;8646
Balatonfõkajár;község;Veszprém;Balatonalmádi;8164
Balatonföldvár;város;Somogy;Balatonföldvári;8623
Balatonfüred;város;Veszprém;Balatonfüredi;8230
Balatonfûzfõ;város;Veszprém;Balatonalmádi;8175
Balatongyörök;község;Zala;Keszthely–Hévízi;8313
Balatonhenye;község;Veszprém;Tapolcai;8275
Balatonkenese;város;Veszprém;Balatonalmádi;8174
Balatonkeresztúr;község;Somogy;Fonyódi;8648
Balatonlelle;város;Somogy;Fonyódi;8638
Balatonmagyaród;község;Zala;Nagykanizsai;8753
Balatonmáriafürdõ;község;Somogy;Fonyódi;8647
Balatonõszöd;község;Somogy;Balatonföldvári;8637
Balatonrendes;község;Veszprém;Tapolcai;8255
Balatonszabadi;község;Somogy;Siófoki;8651
Balatonszárszó;nagyközség;Somogy;Balatonföldvári;8624
Balatonszemes;község;Somogy;Balatonföldvári;8636
Balatonszentgyörgy;község;Somogy;Fonyódi;8710
Balatonszepezd;község;Veszprém;Balatonfüredi;8252
Balatonszõlõs;község;Veszprém;Balatonfüredi;8230
Balatonudvari;község;Veszprém;Balatonfüredi;8242
Balatonújlak;község;Somogy;Marcali;8712
Balatonvilágos;község;Veszprém;Balatonalmádi;8171
Balinka;község;Fejér;Móri;8055
Balkány;város;Szabolcs-Szatmár-Bereg;Nagykállói;4233
Ballószög;község;Bács-Kiskun;Kecskeméti;6035
Balmazújváros;város;Hajdú-Bihar;Balmazújvárosi;4060
Balogunyom;község;Vas;Szombathelyi;9771
Balotaszállás;község;Bács-Kiskun;Kiskunhalasi;6412
Balsa;község;Szabolcs-Szatmár-Bereg;Ibrány–Nagyhalászi;4468
Bálványos;község;Somogy;Balatonföldvári;8614
Bana;község;Komárom-Esztergom;Komáromi;2944
Bánd;község;Veszprém;Veszprémi;8443
Bánfa;község;Baranya;Szigetvári;7914
Bánhorváti;község;Borsod-Abaúj-Zemplén;Kazincbarcikai;3642
Bánk;község;Nógrád;Rétsági;2653
Bánokszentgyörgy;község;Zala;Letenyei;8891
Bánréve;község;Borsod-Abaúj-Zemplén;Ózdi;3654
Bár;község;Baranya;Mohácsi;7711
Barabás;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;4937
Baracs;község;Fejér;Dunaújvárosi;2426
Baracska;község;Fejér;Ercsi;2471
Báránd;község;Hajdú-Bihar;Püspökladányi;4161
Baranyahídvég;község;Baranya;Sellyei;7841
Baranyajenõ;község;Baranya;Sásdi;7384
Baranyaszentgyörgy;község;Baranya;Sásdi;7383
Barbacs;község;Gyõr-Moson-Sopron;Csornai;9169
Barcs;város;Somogy;Barcsi;7570
Bárdudvarnok;község;Somogy;Kaposvári;7478
Barlahida;község;Zala;Lenti;8948
Bárna;község;Nógrád;Salgótarjáni;3126
Barnag;község;Veszprém;Veszprémi;8291
Bársonyos;község;Komárom-Esztergom;Kisbéri;2883
Basal;község;Baranya;Szigetvári;7922
Baskó;község;Borsod-Abaúj-Zemplén;Abaúj–Hegyközi;3881
Báta;község;Tolna;Szekszárdi;7149
Bátaapáti;község;Tolna;Bonyhádi;7164
Bátaszék;város;Tolna;Szekszárdi;7140
Baté;község;Somogy;Kaposvári;7258
Bátmonostor;község;Bács-Kiskun;Bajai;6528
Bátonyterenye;város;Nógrád;Bátonyterenyei;3070
Bátor;község;Heves;Bélapátfalvai;3336
Bátorliget;község;Szabolcs-Szatmár-Bereg;Nyírbátori;4343
Battonya;város;Békés;Mezõkovácsházi;5830
Bátya;község;Bács-Kiskun;Kalocsai;6351
Batyk;község;Zala;Zalaszentgróti;8797
Bázakerettye;község;Zala;Letenyei;8887
Bazsi;község;Veszprém;Sümegi;8352
Béb;község;Veszprém;Pápai;8565
Becsehely;község;Zala;Letenyei;8866
Becske;község;Nógrád;Balassagyarmati;2693
Becskeháza;község;Borsod-Abaúj-Zemplén;Edelényi;3768
Becsvölgye;község;Zala;Zalaegerszegi;8985
Bedegkér;község;Somogy;Tabi;8666
Bedõ;község;Hajdú-Bihar;Berettyóújfalui;4128
Bejcgyertyános;község;Vas;Sárvári;9683
Békás;község;Veszprém;Pápai;8515
Bekecs;község;Borsod-Abaúj-Zemplén;Szerencsi;3903
Békés;város;Békés;Békési;5630
Békéscsaba;mszékh., m.jog;Békés;Békéscsabai;5600
Békéssámson;község;Békés;Orosházi;5946
Békésszentandrás;nagyközség;Békés;Szarvasi;5561
Bekölce;község;Heves;Bélapátfalvai;3343
Bélapátfalva;város;Heves;Bélapátfalvai;3346
Bélavár;község;Somogy;Barcsi;7589
Belecska;község;Tolna;Tamási;7061
Beled;város;Gyõr-Moson-Sopron;Kapuvári;9343
Beleg;község;Somogy;Nagyatádi;7543
Belezna;község;Zala;Nagykanizsai;8855
Bélmegyer;község;Békés;Békési;5643
Beloiannisz;község;Fejér;Adonyi;2455
Belsõsárd;község;Zala;Lenti;8978
Belvárdgyula;község;Baranya;Mohácsi;7747
Benk;község;Szabolcs-Szatmár-Bereg;Kisvárdai;4643
Bénye;község;Pest;Monori;2216
Bér;község;Nógrád;Pásztói;3045
Bérbaltavár;község;Vas;Vasvári;9831
Bercel;község;Nógrád;Balassagyarmati;2687
Beregdaróc;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;4934
Beregsurány;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;4933
Berekböszörmény;község;Hajdú-Bihar;Berettyóújfalui;4116
Berekfürdõ;község;Jász-Nagykun-Szolnok;Karcagi;5309
Beremend;nagyközség;Baranya;Siklósi;7827
Berente;község;Borsod-Abaúj-Zemplén;Kazincbarcikai;3704
Beret;község;Borsod-Abaúj-Zemplén;Encsi;3834
Berettyóújfalu;város;Hajdú-Bihar;Berettyóújfalui;4100
Berhida;város;Veszprém;Várpalotai;8181
Berkenye;község;Nógrád;Rétsági;2641
Berkesd;község;Baranya;Pécsváradi;7664
Berkesz;község;Szabolcs-Szatmár-Bereg;Baktalórántházai;4521
Bernecebaráti;község;Pest;Szobi;2639
Berzék;község;Borsod-Abaúj-Zemplén;Miskolci;3575
Berzence;nagyközség;Somogy;Csurgói;7516
Besence;község;Baranya;Sellyei;7964
Besenyõd;község;Szabolcs-Szatmár-Bereg;Baktalórántházai;4557
Besenyõtelek;község;Heves;Füzesabonyi;3373
Besenyszög;város;Jász-Nagykun-Szolnok;Szolnoki;5071
Besnyõ;község;Fejér;Adonyi;2456
Beszterec;község;Szabolcs-Szatmár-Bereg;Ibrány–Nagyhalászi;4488
Bezedek;község;Baranya;Mohácsi;7782
Bezenye;község;Gyõr-Moson-Sopron;Mosonmagyaróvári;9223
Bezeréd;község;Zala;Zalaegerszegi;8934
Bezi;község;Gyõr-Moson-Sopron;Csornai;9162
Biatorbágy;város;Pest;Budaörsi;2051
Bicsérd;község;Baranya;Szentlõrinci;7671
Bicske;város;Fejér;Bicskei;2060
Bihardancsháza;község;Hajdú-Bihar;Püspökladányi;4175
Biharkeresztes;város;Hajdú-Bihar;Berettyóújfalui;4110
Biharnagybajom;község;Hajdú-Bihar;Püspökladányi;4172
Bihartorda;község;Hajdú-Bihar;Püspökladányi;4174
Biharugra;község;Békés;Sarkadi;5538
Bikács;község;Tolna;Paksi;7043
Bikal;község;Baranya;Sásdi;7346
Biri;község;Szabolcs-Szatmár-Bereg;Nagykállói;4235
Birján;község;Baranya;Pécsi;7747
Bisse;község;Baranya;Siklósi;7811
Boba;község;Vas;Celldömölki;9542
Bocfölde;község;Zala;Zalaegerszegi;8943
Boconád;község;Heves;Hevesi;3368
Bócsa;község;Bács-Kiskun;Kiskõrösi;6235
Bocska;község;Zala;Nagykanizsai;8776
Bocskaikert;község;Hajdú-Bihar;Hajdúhadházi;4241
Boda;község;Baranya;Szentlõrinci;7672
Bodajk;város;Fejér;Móri;8053
Bodmér;község;Fejér;Bicskei;8080
Bodolyabér;község;Baranya;Komlói;7394
Bodonhely;község;Gyõr-Moson-Sopron;Téti;9134
Bodony;község;Heves;Pétervásárai;3243
Bodorfa;község;Veszprém;Sümegi;8471
Bodrog;község;Somogy;Kaposvári;7439
Bodroghalom;község;Borsod-Abaúj-Zemplén;Bodrogközi;3987
Bodrogkeresztúr;község;Borsod-Abaúj-Zemplén;Tokaji;3916
Bodrogkisfalud;község;Borsod-Abaúj-Zemplén;Tokaji;3917
Bodrogolaszi;község;Borsod-Abaúj-Zemplén;Sárospataki;3943
Bódvalenke;község;Borsod-Abaúj-Zemplén;Edelényi;3768
Bódvarákó;község;Borsod-Abaúj-Zemplén;Edelényi;3764
Bódvaszilas;község;Borsod-Abaúj-Zemplén;Edelényi;3763
Bogács;község;Borsod-Abaúj-Zemplén;Mezõkövesdi;3412
Bogád;község;Baranya;Pécsi;7742
Bogádmindszent;község;Baranya;Sellyei;7836
Bogdása;község;Baranya;Sellyei;7966
Bogyiszló;község;Tolna;Szekszárdi;7132
Bogyoszló;község;Gyõr-Moson-Sopron;Csornai;9324
Bojt;község;Hajdú-Bihar;Berettyóújfalui;4114
Bókaháza;község;Zala;Keszthely–Hévízi;8741
Bokod;község;Komárom-Esztergom;Oroszlányi;2855
Bokor;község;Nógrád;Pásztói;3066
Boldog;község;Heves;Hatvani;3016
Boldogasszonyfa;község;Baranya;Szigetvári;7937
Boldogkõújfalu;község;Borsod-Abaúj-Zemplén;Abaúj–Hegyközi;3884
Boldogkõváralja;község;Borsod-Abaúj-Zemplén;Abaúj–Hegyközi;3885
Boldva;község;Borsod-Abaúj-Zemplén;Edelényi;3794
Bolhás;község;Somogy;Nagyatádi;7517
Bolhó;község;Somogy;Barcsi;7586
Bóly;város;Baranya;Mohácsi;7754
Boncodfölde;község;Zala;Zalaegerszegi;8992
Bonyhád;város;Tolna;Bonyhádi;7150
Bonyhádvarasd;község;Tolna;Bonyhádi;7158
Bonnya;község;Somogy;Tabi;7281
Bordány;nagyközség;Csongrád-Csanád;Mórahalmi;6795
Borgáta;község;Vas;Celldömölki;9554
Borjád;község;Baranya;Mohácsi;7756
Borota;község;Bács-Kiskun;Jánoshalmi;6445
Borsfa;község;Zala;Letenyei;8885
Borsodbóta;község;Borsod-Abaúj-Zemplén;Ózdi;3658
Borsodgeszt;község;Borsod-Abaúj-Zemplén;Mezõkövesdi;3426
Borsodivánka;község;Borsod-Abaúj-Zemplén;Mezõkövesdi;3462
Borsodnádasd;város;Borsod-Abaúj-Zemplén;Ózdi;3671
Borsodszentgyörgy;község;Borsod-Abaúj-Zemplén;Ózdi;3623
Borsodszirák;község;Borsod-Abaúj-Zemplén;Edelényi;3796
Borsosberény;község;Nógrád;Rétsági;2644
Borszörcsök;község;Veszprém;Ajkai;8479
Borzavár;község;Veszprém;Zirci;8428
Bosta;község;Baranya;Pécsi;7811
Botpalád;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;4955
Botykapeterd;község;Baranya;Szigetvári;7900
Bozzai;község;Vas;Szombathelyi;9752
Bozsok;község;Vas;Kõszegi;9727
Bózsva;község;Borsod-Abaúj-Zemplén;Sátoraljaújhelyi;3994
Bõ;község;Vas;Csepregi;9625
Bõcs;község;Borsod-Abaúj-Zemplén;Miskolci;3574
Böde;község;Zala;Zalaegerszegi;8991
Bödeháza;község;Zala;Lenti;8969
Bögöt;község;Vas;Sárvári;9612
Bögöte;község;Vas;Sárvári;9675
Böhönye;község;Somogy;Marcali;8719
Bököny;község;Szabolcs-Szatmár-Bereg;Nagykállói;4231
Bölcske;község;Tolna;Paksi;7025
Bõny;község;Gyõr-Moson-Sopron;Gyõri;9073
Börcs;község;Gyõr-Moson-Sopron;Gyõri;9152
Börzönce;község;Zala;Nagykanizsai;8772
Bõsárkány;nagyközség;Gyõr-Moson-Sopron;Csornai;9167
Bõszénfa;község;Somogy;Kaposvári;7475
Bucsa;község;Békés;Szeghalmi;5527
Bucsu;község;Vas;Szombathelyi;9792
Búcsúszentlászló;község;Zala;Zalaegerszegi;8925
Bucsuta;község;Zala;Letenyei;8893
Budajenõ;község;Pest;Pilisvörösvári;2093
Budakalász;város;Pest;Szentendrei;2011
Budakeszi;város;Pest;Pilisvörösvári;2092
Budaörs;város;Pest;Budaörsi;2040
Budapest;fõváros;Budapest;Budapesti;1000
Budapest I. kerülete;fõv. kerület;Budapest;Budapesti;1010
Budapest II. kerülete;fõv. kerület;Budapest;Budapesti;1020
Budapest III. kerülete;fõv. kerület;Budapest;Budapesti;1030
Budapest IV. kerülete;fõv. kerület;Budapest;Budapesti;1040
Budapest IX. kerülete;fõv. kerület;Budapest;Budapesti;1090
Budapest V. kerülete;fõv. kerület;Budapest;Budapesti;1050
Budapest VI. kerülete;fõv. kerület;Budapest;Budapesti;1060
Budapest VII. kerülete;fõv. kerület;Budapest;Budapesti;1070
Budapest VIII. kerülete;fõv. kerület;Budapest;Budapesti;1080
Budapest X. kerülete;fõv. kerület;Budapest;Budapesti;1100
Budapest XI. kerülete;fõv. kerület;Budapest;Budapesti;1110
Budapest XII. kerülete;fõv. kerület;Budapest;Budapesti;1120
Budapest XIII. kerülete;fõv. kerület;Budapest;Budapesti;1130
Budapest XIV. kerülete;fõv. kerület;Budapest;Budapesti;1140
Budapest XIX. kerülete;fõv. kerület;Budapest;Budapesti;1190
Budapest XV. kerülete;fõv. kerület;Budapest;Budapesti;1150
Budapest XVI. kerülete;fõv. kerület;Budapest;Budapesti;1160
Budapest XVII. kerülete;fõv. kerület;Budapest;Budapesti;1170
Budapest XVIII. kerülete;fõv. kerület;Budapest;Budapesti;1180
Budapest XX. kerülete;fõv. kerület;Budapest;Budapesti;1200
Budapest XXI. kerülete;fõv. kerület;Budapest;Budapesti;1210
Budapest XXII. kerülete;fõv. kerület;Budapest;Budapesti;1220
Budapest XXIII. kerülete;fõv. kerület;Budapest;Budapesti;1230
Bugac;nagyközség;Bács-Kiskun;Kiskunfélegyházi;6114
Bugacpusztaháza;község;Bács-Kiskun;Kiskunfélegyházi;6114
Bugyi;nagyközség;Pest;Gyáli;2347
Buj;község;Szabolcs-Szatmár-Bereg;Ibrány–Nagyhalászi;4483
Buják;község;Nógrád;Pásztói;3047
Buzsák;község;Somogy;Lengyeltóti;8695
Bük;város;Vas;Csepregi;9737
Bükkábrány;község;Borsod-Abaúj-Zemplén;Mezõkövesdi;3422
Bükkaranyos;község;Borsod-Abaúj-Zemplén;Miskolci;3554
Bükkmogyorósd;község;Borsod-Abaúj-Zemplén;Ózdi;3648
Bükkösd;község;Baranya;Szentlõrinci;7682
Bükkszék;község;Heves;Pétervásárai;3335
Bükkszenterzsébet;község;Heves;Pétervásárai;3257
Bükkszentkereszt;község;Borsod-Abaúj-Zemplén;Miskolci;3557
Bükkszentmárton;község;Heves;Bélapátfalvai;3346
Bükkzsérc;község;Borsod-Abaúj-Zemplén;Mezõkövesdi;3414
Bürüs;község;Baranya;Szigetvári;7973
Büssü;község;Somogy;Kaposvári;7273
Büttös;község;Borsod-Abaúj-Zemplén;Encsi;3821
Cák;község;Vas;Kõszegi;9725
Cakóháza;község;Gyõr-Moson-Sopron;Csornai;9165
Cece;nagyközség;Fejér;Sárbogárdi;7013
Cégénydányád;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;4732
Cegléd;város;Pest;Ceglédi;2700
Ceglédbercel;község;Pest;Ceglédi;2737
Celldömölk;város;Vas;Celldömölki;9500
Cered;község;Nógrád;Salgótarjáni;3123
Chernelházadamonya;község;Vas;Csepregi;9624
Cibakháza;nagyközség;Jász-Nagykun-Szolnok;Kunszentmártoni;5462
Cigánd;város;Borsod-Abaúj-Zemplén;Bodrogközi;3973
Cikó;község;Tolna;Bonyhádi;7161
Cirák;község;Gyõr-Moson-Sopron;Kapuvári;9364
Cún;község;Baranya;Siklósi;7843
Csabacsûd;nagyközség;Békés;Szarvasi;5551
Csabaszabadi;község;Békés;Békéscsabai;5609
Csabdi;község;Fejér;Bicskei;2064
Csabrendek;nagyközség;Veszprém;Sümegi;8474
Csáfordjánosfa;község;Gyõr-Moson-Sopron;Sopron–Fertõdi;9375
Csaholc;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;4967
Csajág;község;Veszprém;Balatonalmádi;8163
Csákány;község;Somogy;Marcali;8735
Csákánydoroszló;község;Vas;Körmendi;9919
Csákberény;község;Fejér;Móri;8073
Csákvár;város;Fejér;Bicskei;8083
Csanádalberti;község;Csongrád-Csanád;Makói;6915
Csanádapáca;község;Békés;Orosházi;5662
Csanádpalota;város;Csongrád-Csanád;Makói;6913
Csánig;község;Vas;Sárvári;9654
Csány;község;Heves;Hatvani;3015
Csányoszró;község;Baranya;Sellyei;7964
Csanytelek;község;Csongrád-Csanád;Csongrádi;6647
Csapi;község;Zala;Nagykanizsai;8756
Csapod;község;Gyõr-Moson-Sopron;Sopron–Fertõdi;9372
Csárdaszállás;község;Békés;Békési;5621
Csarnóta;község;Baranya;Siklósi;7811
Csaroda;község;Szabolcs-Szatmár-Bereg;Vásárosnaményi;4844
Császár;község;Komárom-Esztergom;Kisbéri;2858
Császártöltés;község;Bács-Kiskun;Kiskõrösi;6239
Császló;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;4973
Csátalja;község;Bács-Kiskun;Bajai;6523
Csatár;község;Zala;Zalaegerszegi;8943
Csataszög;község;Jász-Nagykun-Szolnok;Szolnoki;5064
Csatka;község;Komárom-Esztergom;Kisbéri;2888
Csávoly;község;Bács-Kiskun;Bajai;6448
Csebény;község;Baranya;Szigetvári;7935
Csécse;község;Nógrád;Pásztói;3052
Csegöld;község;Szabolcs-Szatmár-Bereg;Fehérgyarmati;4742
Csehbánya;község;Veszprém;Ajkai;8445
Csehi;község;Vas;Vasvári;9833
Csehimindszent;község;Vas;Vasvári;9834
Csém;község;Komárom-Esztergom;Komáromi;2949
Csemõ;község;Pest;Ceglédi;2713
Csempeszkopács;község;Vas;Szombathelyi;9764
Csengele;község;Csongrád-Csanád;Kisteleki;6765
Csenger;város;Szabolcs-Szatmár-Bereg;Csengeri;4765
Csengersima;község;Szabolcs-Szatmár-Bereg;Csengeri;4743
Csengerújfalu;község;Szabolcs-Szatmár-Bereg;Csengeri;4764
Csengõd;község;Bács-Kiskun;Kiskõrösi;6222
Csénye;község;Vas;Sárvári;9611
